"Index","Original Thai","Locations","Claude score","Claude verdict","Claude raw verdict","Claude issue","Claude suggestion","agy score","agy verdict","agy raw verdict","agy issue","agy suggestion","Average","Score difference","Status"
"TH-896","ดูทางเลือกในบริบทและมุมมองของผู้เกี่ยวข้อง","app/research-tools.ts:368:91","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-897","สำรวจว่ามีงานวิจัยอะไรอยู่แล้ว","app/research-tools.ts:369:29","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-898","ดูขอบเขตของหัวข้อ กลุ่มเป้าหมาย และบริบท ก่อนเจาะลึก","app/research-tools.ts:369:76","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-899","คำถามที่ต้องการเปรียบเทียบผลหรือประสิทธิภาพอย่างเจาะจง","app/research-tools.ts:372:116","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-900","กลุ่มเป้าหมายหรือปัญหา","app/research-tools.ts:372:198","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-901","นักศึกษามหาวิทยาลัยชั้นปีที่ 1","app/research-tools.ts:372:224","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-902","วิธี โปรแกรม หรือนวัตกรรมที่สนใจ","app/research-tools.ts:372:276","4","PASS","PASS","-","-","5","PASS","PASS","-","-","4.5","1","ผ่าน"
"TH-903","การสอนแบบห้องเรียนกลับด้าน","app/research-tools.ts:372:312","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-904","สิ่งที่นำมาเปรียบเทียบ","app/research-tools.ts:372:358","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-905","การสอนแบบบรรยายตามปกติ","app/research-tools.ts:372:384","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-906","ผลที่ต้องการดู","app/research-tools.ts:372:423","4","PASS","PASS","-","-","3","REVISE","REVISE","ใช้คำว่า ดู ไม่เป็นทางการในบริบทงานวิจัย","ผลลัพธ์ที่ต้องการศึกษา","3.5","1","ควรทบทวน"
"TH-907","ผลสัมฤทธิ์ทางการเรียนและการมีส่วนร่วม","app/research-tools.ts:372:441","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-908","ในนักศึกษามหาวิทยาลัยชั้นปีที่ 1 การสอนแบบห้องเรียนกลับด้านช่วยเพิ่มผลสัมฤทธิ์ทางการเรียนและการมีส่วนร่วมได้ดีกว่าการสอนแบบบรรยายตามปกติหรือไม่?","app/research-tools.ts:372:501","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-909","คำถามว่าคนกลุ่มหนึ่งเผชิญอะไรและรับรู้ผลอย่างไร","app/research-tools.ts:373:97","4","PASS","PASS","-","-","3","REVISE","REVISE","แปลตรงตัวและใช้ภาษาพูดเกินไป","คำถามเกี่ยวกับประสบการณ์และการรับรู้ของกลุ่มเป้าหมาย","3.5","1","ควรทบทวน"
"TH-910","กลุ่มเป้าหมาย","app/research-tools.ts:373:172","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-911","ครูมัธยมศึกษาที่เริ่มใช้ AI ช่วยสอน","app/research-tools.ts:373:189","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-912","ปัจจัยหรือประสบการณ์ที่สนใจ","app/research-tools.ts:373:242","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-913","การใช้ Generative AI ช่วยออกแบบบทเรียน","app/research-tools.ts:373:273","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-914","ประสบการณ์หรือผลที่รับรู้","app/research-tools.ts:373:328","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-915","มุมมองต่อบทบาทครูและความกังวลด้านจริยธรรม","app/research-tools.ts:373:357","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-916","ครูมัธยมศึกษาที่เริ่มใช้ Generative AI ช่วยออกแบบบทเรียน มีมุมมองต่อบทบาทของตนเองและมีความกังวลด้านจริยธรรมอย่างไร?","app/research-tools.ts:373:421","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-917","คำถามที่ต้องการเจาะลึกหลักฐานเชิงคุณภาพหรือแบบผสม","app/research-tools.ts:374:141","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-918","กลุ่มตัวอย่าง","app/research-tools.ts:374:214","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-919","ผู้ประกอบการร้านอาหารรายย่อย","app/research-tools.ts:374:231","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-920","ประเด็นหรือประสบการณ์ที่ต้องการศึกษา","app/research-tools.ts:374:279","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-921","การใช้แพลตฟอร์มส่งอาหาร","app/research-tools.ts:374:319","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-922","รูปแบบการศึกษา","app/research-tools.ts:374:358","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-923","การสัมภาษณ์เชิงลึก","app/research-tools.ts:374:376","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-924","สิ่งที่ผู้เข้าร่วมสะท้อน","app/research-tools.ts:374:414","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-925","ประโยชน์ อุปสรรค และการปรับตัว","app/research-tools.ts:374:442","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-926","งานวิจัยเชิงคุณภาพ","app/research-tools.ts:374:512","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-927","ผู้ประกอบการร้านอาหารรายย่อยสะท้อนประโยชน์ อุปสรรค และการปรับตัวจากการใช้แพลตฟอร์มส่งอาหารอย่างไร จากงานวิจัยเชิงคุณภาพที่ใช้การสัมภาษณ์เชิงลึก?","app/research-tools.ts:374:553","5","PASS","PASS","-","-","3","REVISE","REVISE","วางประโยคส่วนท้ายแปลตรงตัวและไม่เป็นธรรมชาติ","ในงานวิจัยเชิงคุณภาพที่ใช้การสัมภาษณ์เชิงลึก ผู้ประกอบการร้านอาหารรายย่อยสะท้อนประโยชน์ อุปสรรค และการปรับตัวจากการใช้แพลตฟอร์มส่งอาหารอย่างไร?","4.0","2","ควรทบทวน"
"TH-928","คำถามที่ใช้เปรียบเทียบบริการ นโยบาย หรือแนวทางปฏิบัติ","app/research-tools.ts:375:132","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-929","บริบทหรือสถานที่","app/research-tools.ts:375:210","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-930","ศูนย์สุขภาพจิตในมหาวิทยาลัย","app/research-tools.ts:375:230","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-931","มุมมองของใคร","app/research-tools.ts:375:278","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-932","นักศึกษาที่เคยใช้บริการ","app/research-tools.ts:375:294","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-933","บริการ นโยบาย หรือทางเลือกที่สนใจ","app/research-tools.ts:375:339","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-934","การให้คำปรึกษาผ่านวิดีโอคอล","app/research-tools.ts:375:376","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-935","ทางเลือกที่นำมาเปรียบเทียบ","app/research-tools.ts:375:423","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-936","การให้คำปรึกษาแบบพบหน้า","app/research-tools.ts:375:453","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-937","เกณฑ์ที่ใช้พิจารณา","app/research-tools.ts:375:496","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-938","ความพึงพอใจและการมาตามนัดต่อเนื่อง","app/research-tools.ts:375:518","4","PASS","PASS","-","-","5","PASS","PASS","-","-","4.5","1","ผ่าน"
"TH-939","จากมุมมองของนักศึกษาที่ใช้ศูนย์สุขภาพจิตในมหาวิทยาลัย การให้คำปรึกษาผ่านวิดีโอคอลให้ผลด้านความพึงพอใจและการมาตามนัดต่อเนื่องต่างจากการให้คำปรึกษาแบบพบหน้าอย่างไร?","app/research-tools.ts:375:575","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-940","คำถามกว้างสำหรับสำรวจขอบเขตงานวิจัยที่มีอยู่","app/research-tools.ts:376:96","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-941","กลุ่มเป้าหมายหรือผู้เกี่ยวข้อง","app/research-tools.ts:376:168","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-942","หน่วยงานท้องถิ่นที่รับมือภัยพิบัติ","app/research-tools.ts:376:202","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-943","แนวคิดที่ต้องการสำรวจ","app/research-tools.ts:376:253","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-944","การใช้ AI เพื่อพยากรณ์และเตือนภัย","app/research-tools.ts:376:278","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-945","ประเทศกำลังพัฒนาที่มีทรัพยากรจำกัด","app/research-tools.ts:376:337","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-946","มีงานวิจัยอะไรบ้างเกี่ยวกับการใช้ AI เพื่อพยากรณ์และเตือนภัยโดยหน่วยงานท้องถิ่นในประเทศกำลังพัฒนาที่มีทรัพยากรจำกัด?","app/research-tools.ts:376:394","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-947","แบบฝึกหัดคัดกรองบทความ","app/research-tools.ts:380:14","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-948","ทดลองใช้เกณฑ์ตัวอย่างกับบทความ 6 รายการในขั้นชื่อเรื่องและบทคัดย่อ หากยังไม่แน่ใจ ควรส่งไปตรวจฉบับเต็มแทนการรีบตัดออก","app/research-tools.ts:381:14","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-949","เกณฑ์ตัวอย่าง","app/research-tools.ts:382:22","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-950","คัดเข้างานวิจัยเชิงประจักษ์ตั้งแต่ปี 2020 ที่ศึกษา AI ช่วยสอนนักศึกษามหาวิทยาลัยและรายงานผลด้านการเรียนรู้หรือการมีส่วนร่วม คัดออกบทบรรณาธิการ งานที่ศึกษาเฉพาะนักเรียน และงานเกี่ยวกับเครื่องมือที่ไม่ได้รายงานผลลัพธ์ของผู้เรียน","app/research-tools.ts:383:17","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-951","คำตอบที่สอดคล้องกับเกณฑ์","app/research-tools.ts:384:14","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-952","ตอบได้ตรงกับเกณฑ์","app/research-tools.ts:385:16","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-953","ควรทบทวนคำตอบนี้อีกครั้ง","app/research-tools.ts:386:15","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-954","ลองใหม่","app/research-tools.ts:387:14","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-955","คัดเข้า","app/research-tools.ts:389:33; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-41","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-956","คัดออก","app/research-tools.ts:389:70","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-957","ตรวจฉบับเต็ม","app/research-tools.ts:390:35","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-958","หารือ","app/research-tools.ts:390:77","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-959","ระบบ AI ช่วยสอนในวิชาสถิติชั้นปีที่ 1","app/research-tools.ts:393:35; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-34","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-960","การศึกษาแบบมีกลุ่มควบคุมในปี 2023 ในนักศึกษามหาวิทยาลัย 180 คน รายงานผลสัมฤทธิ์และการมีส่วนร่วม","app/research-tools.ts:393:86; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-34","3","REVISE","REVISE","สอง ""ใน"" ติดกันทำให้ประโยคสะดุด","ใช้ ""การศึกษาแบบมีกลุ่มควบคุม ปี 2023 กับนักศึกษามหาวิทยาลัย 180 คน รายงานผลสัมฤทธิ์และการมีส่วนร่วม""","5","PASS","PASS","-","-","4.0","2","ควรทบทวน"
"TH-961","ประชากร การแทรกแซง ปี รูปแบบการวิจัย และผลลัพธ์ตรงกับเกณฑ์","app/research-tools.ts:393:217","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-962","เหตุใดมหาวิทยาลัยควรใช้ระบบ AI ช่วยสอน","app/research-tools.ts:394:35; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-34","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-963","บทบรรณาธิการปี 2024 เสนอเหตุผลสนับสนุน แต่ไม่มีการศึกษาเชิงประจักษ์หรือผลลัพธ์ผู้เรียน","app/research-tools.ts:394:87; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-34","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-964","เกณฑ์กำหนดให้คัดบทบรรณาธิการออกและต้องมีผลการศึกษาเชิงประจักษ์","app/research-tools.ts:394:209","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-965","ระบบสอนแบบปรับตัวในสถานศึกษา","app/research-tools.ts:395:33; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-34","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-966","บทคัดย่อรายงานผลการเรียนที่ดีขึ้น แต่ไม่ระบุว่าผู้เข้าร่วมเป็นนักเรียนหรือนักศึกษา","app/research-tools.ts:395:75; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-34","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-967","ประชากรยังไม่ชัด ควรอ่านฉบับเต็มแทนการเดาแล้วตัดออก","app/research-tools.ts:395:195","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-968","การสอนคณิตศาสตร์ ม.2 ด้วย Generative AI","app/research-tools.ts:396:32; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-34","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-969","งานปี 2022 ในนักเรียนอายุ 13–14 ปี รายงานผลคะแนนสอบ","app/research-tools.ts:396:85; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-34","4","PASS","PASS","-","-","5","PASS","PASS","-","-","4.5","1","ผ่าน"
"TH-970","เกณฑ์กำหนดให้คัดเข้าเฉพาะงานที่ศึกษานักศึกษามหาวิทยาลัย","app/research-tools.ts:396:172","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-971","โครงร่างการประเมินระบบ AI ช่วยสอนในมหาวิทยาลัย","app/research-tools.ts:397:34","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-972","โครงร่างปี 2025 อธิบายผลลัพธ์ที่จะศึกษาแต่ยังไม่มีผลการวิจัย","app/research-tools.ts:397:94","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-973","เกณฑ์ตัวอย่างกำหนดให้งานที่คัดเข้าต้องมีผลการศึกษาเชิงประจักษ์แล้ว","app/research-tools.ts:397:190","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-974","ผู้ช่วย AI ให้คำแนะนำด้านการเขียนแก่นักศึกษาบัณฑิตศึกษา","app/research-tools.ts:398:36","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-975","งานแบบผสมรายงานการมีส่วนร่วม แต่ไม่ชัดว่าเป็นการสอนหรือเพียงช่วยงานธุรการ","app/research-tools.ts:398:105","3","REVISE","REVISE","""งานแบบผสม"" กำกวม ไม่ชัดว่าหมายถึงงานวิจัยแบบผสมวิธี","เปลี่ยนเป็น ""งานวิจัยแบบผสมวิธี"" หรือ ""การศึกษาแบบผสมวิธี""","5","PASS","PASS","-","-","4.0","2","ควรทบทวน"
"TH-976","ขอบเขตการแทรกแซงยังไม่ชัด ควรหารือกับผู้ทบทวนอีกคนเพื่อให้เข้าใจเกณฑ์ตรงกัน","app/research-tools.ts:398:214","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-977","เครื่องมือวางแผนผัง PRISMA","app/research-tools.ts:402:14","3","REVISE","REVISE","""วางแผนผัง"" อ่านกำกวม อาจตีความเป็น ""วางแผน ผัง"" แทน ""วาง แผนผัง""","เปลี่ยนเป็น ""เครื่องมือช่วยวางผัง PRISMA"" หรือ ""เครื่องมือสร้างผัง PRISMA""","5","PASS","PASS","-","-","4.0","2","ควรทบทวน"
"TH-978","กรอกจำนวนเพื่อตรวจความสอดคล้องและสร้างข้อความสรุปพร้อมคัดลอก เครื่องมือนี้ช่วยวางแผน แต่ไม่แทนผังและคำแนะนำ PRISMA 2020 ฉบับทางการ","app/research-tools.ts:403:14","5","PASS","PASS","-","-","3","REVISE","REVISE","วลี ไม่แทนผัง แปลตรงตัวและไวยากรณ์ไม่สมบูรณ์","แต่ไม่สามารถใช้แทนผังและคำแนะนำ PRISMA 2020 ฉบับทางการได้","4.0","2","ควรทบทวน"
"TH-979","กรอกข้อมูลของคุณ","app/research-tools.ts:404:19","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-980","ดูตัวอย่าง","app/research-tools.ts:405:19","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-981","จำนวนในกระบวนการคัดเลือก","app/research-tools.ts:406:19","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-982","ผลการคำนวณ","app/research-tools.ts:407:18","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-983","เหตุผลและจำนวนที่ตัดออกในขั้นฉบับเต็ม","app/research-tools.ts:408:21","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-984","จำนวน","app/research-tools.ts:410:20","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-985","ตัวอย่าง: ประชากรไม่ตรง","app/research-tools.ts:411:26","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-986","เพิ่มเหตุผล","app/research-tools.ts:412:18","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-987","ลบรายการ","app/research-tools.ts:413:21","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-988","รวมจำนวนตามเหตุผล","app/research-tools.ts:414:20","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-989","ผลรวมของแต่ละเหตุผลต้องเท่ากับจำนวนรายงานฉบับเต็มที่ตัดออก","app/research-tools.ts:415:23","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-990","คัดลอกสรุปผล","app/research-tools.ts:416:13","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-991","มีจำนวนที่ตัดออกมากกว่ารายการที่เหลือในขั้นนั้น กรุณาตรวจตัวเลข","app/research-tools.ts:418:16","3","REVISE","REVISE","ประโยคกำกวมและสำนวนแปลตรงตัว ""ขั้นนั้น"" ไม่ชัดว่าหมายถึงขั้นตอนใด","จำนวนที่คัดออกมากกว่าจำนวนรายการที่เหลือในขั้นตอนนี้ กรุณาตรวจสอบตัวเลขอีกครั้ง","5","PASS","PASS","-","-","4.0","2","ควรทบทวน"
"TH-992","เปิดผัง PRISMA ทางการ","app/research-tools.ts:419:17","3","REVISE","REVISE","""ทางการ"" วางท้ายชื่อเฉพาะ PRISMA ฟังดูติดขัด","เปิดแผนผัง PRISMA ฉบับทางการ","3","REVISE","REVISE","คำว่า ทางการ วางต่อท้ายผัง PRISMA ดูเป็นสำนวนแปลตรงตัวและห้วน","เปิดผัง PRISMA ฉบับทางการ","3.0","0","เห็นพ้องว่าควรแก้"
"TH-993","รายการจากฐานข้อมูล","app/research-tools.ts:421:23","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-994","รายการจากแหล่งอื่น","app/research-tools.ts:421:63","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-995","รายการซ้ำที่ลบออก","app/research-tools.ts:422:31","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-996","รายการที่ระบบคัดออกอัตโนมัติ","app/research-tools.ts:422:75","4","PASS","PASS","-","-","5","PASS","PASS","-","-","4.5","1","ผ่าน"
"TH-997","รายการที่คัดออกด้วยเหตุผลอื่น","app/research-tools.ts:423:26","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-998","รายการที่คัดออกจากชื่อเรื่อง/บทคัดย่อ","app/research-tools.ts:423:80","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-999","รายงานที่ไม่สามารถเข้าถึงฉบับเต็ม","app/research-tools.ts:424:33","3","REVISE","REVISE","โครงสร้างประธาน-กริยาแปลตรงตัว ทำให้เหมือนรายงานเป็นผู้เข้าถึงเอง","รายงานที่เข้าถึงฉบับเต็มไม่ได้","5","PASS","PASS","-","-","4.0","2","ควรทบทวน"
"TH-1000","รายงานฉบับเต็มที่คัดออก","app/research-tools.ts:424:92","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1001","รายการที่คัดออกก่อนคัดกรอง","app/research-tools.ts:426:56","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1002","รายการที่คัดกรอง","app/research-tools.ts:426:96","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1003","รายงานที่ขอฉบับเต็ม","app/research-tools.ts:426:124","4","PASS","PASS","-","-","5","PASS","PASS","-","-","4.5","1","ผ่าน"
"TH-1004","รายงานฉบับเต็มที่ประเมิน","app/research-tools.ts:426:157","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1005","งานวิจัยที่คัดเข้า","app/research-tools.ts:426:195","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1006","ตัวอย่าง: การทบทวนเรื่อง AI ช่วยสอนในมหาวิทยาลัย","app/research-tools.ts:428:16","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1007","ตัวอย่างสมมตินี้แสดงว่าตัวเลขเปลี่ยนจากผลการค้นไปเป็นงานวิจัยที่คัดเข้าอย่างไร สังเกตว่าผลรวมของเหตุผลที่คัดออกในขั้นฉบับเต็มต้องเท่ากับจำนวนรายงานฉบับเต็มที่คัดออก","app/research-tools.ts:429:16","4","PASS","PASS","-","-","5","PASS","PASS","-","-","4.5","1","ผ่าน"
"TH-1008","ตัวเลขนี้ใช้เพื่ออธิบายวิธีกรอกเท่านั้น เมื่อลงมือทำจริงควรใช้จำนวนจากบันทึกการค้นและการคัดกรองของคุณ","app/research-tools.ts:430:15","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1009","ประชากรไม่ตรงเกณฑ์","app/research-tools.ts:432:20","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1010","แนวคิดหรือสิ่งที่ศึกษาไม่ตรง","app/research-tools.ts:432:48","4","PASS","PASS","-","-","5","PASS","PASS","-","-","4.5","1","ผ่าน"
"TH-1011","รูปแบบการวิจัยไม่ตรงเกณฑ์","app/research-tools.ts:432:86","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1012","ไม่รายงานผลลัพธ์ที่กำหนด","app/research-tools.ts:432:121","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1013","เส้นทางคำตอบ","app/stat-test-chooser.tsx:71:65","3","REVISE","REVISE","""เส้นทางคำตอบ"" กำกวมเมื่อเป็นหัวข้อเดี่ยว ไม่ชัดว่าหมายถึงอะไร","เส้นทางการตอบคำถาม","3","REVISE","REVISE","คำว่า เส้นทางคำตอบ แปลตรงตัวจาก Answer Path ทำให้สื่อถึงเส้นทางเฉลยข้อสอบ","ขั้นตอนการตัดสินใจ หรือ เส้นทางตัวเลือก","3.0","0","เห็นพ้องว่าควรแก้"
"TH-1014","ตัวช่วยเลือกสถิติ","app/stat-test-data.ts:54:12","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1015","ตอบคำถามทีละข้อเพื่อหาวิธีวิเคราะห์ที่น่าจะเหมาะเป็นจุดเริ่มต้น จากนั้นตรวจข้อตกลงเบื้องต้น รูปแบบการวิจัย และแนวทางรายงานผลก่อนวิเคราะห์จริง","app/stat-test-data.ts:55:12","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1016","ใช้เป็นจุดเริ่มต้น ไม่ใช่คำตอบสุดท้าย","app/stat-test-data.ts:56:19","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1017","แผนผังนี้ครอบคลุมสถิติพื้นฐานที่ใช้บ่อย แต่ยังไม่ครอบคลุมข้อมูลที่มีโครงสร้างเป็นกลุ่ม (clustered data) หรือข้อมูลแบบติดตามระยะยาว แบบจำลองผสม การวิเคราะห์การรอดชีพ ข้อมูลจำนวนนับ ข้อมูลสูญหาย การอนุมานเชิงสาเหตุ และการสุ่มตัวอย่างที่ซับซ้อน","app/stat-test-data.ts:57:14","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
